trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,customer_country,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,merchant_country,is_fraud
2020-07-08 21:24:13,340951438290556,Heathcote LLC,shopping_net,15.83,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962.0,41.0442,-73.9609,United States,5950.0,Records manager,1971-07-02,3e82a56b09a3f4187da1694984a5e73b,1373318653.0,40.916164,-74.18261600000001,United States,0.0
2020-08-28 14:05:01,4509922033272157,"Dare, Casper and Bartoletti",kids_pets,40.13,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036.0,43.2893,-97.1904,United States,811.0,Neurosurgeon,1972-03-28,b7c942fb9a5cb75b9133846226c5d8d8,1377698701.0,44.202671,-97.972573,United States,0.0
2020-09-07 15:09:19,3593118134380341,"Gutmann, McLaughlin and Wiza",home,2.69,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680.0,44.4971,-67.9503,United States,1131.0,Make,1959-05-10,6808049e5bc692651eaaf6d7a9c4ab84,1378566559.0,43.761005,-68.77848399999999,United States,0.0
2020-08-21 20:30:01,4926376199189801,Gleason and Sons,kids_pets,70.94,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529.0,36.3011,-91.5281,United States,4726.0,Pharmacologist,1977-06-07,887af1d999d163bac732c25ef9161138,1377117001.0,35.86843,-91.742416,United States,0.0
2020-07-07 04:29:09,6569097840281287,"Schmeler, Bashirian and Price",shopping_net,8.56,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014.0,39.6662,-104.835,United States,389246.0,"Scientist, marine",1969-12-12,21101b47c8991c2d0555eb8a656e05df,1373171349.0,39.65281,-104.11777,United States,0.0
2020-07-13 15:48:57,3518758680062249,Wisozk and Sons,misc_pos,215.96,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532.0,38.5677,-109.5271,United States,9772.0,Location manager,1989-11-24,a09e91ca8efd8c8a5825885f3a371a44,1373730537.0,39.15043,-110.051658,United States,0.0
2020-08-17 12:38:25,3525668150756629,Bauch-Blanda,entertainment,60.51,Christopher,Choi,M,04611 Sandra Spring Suite 059,Rumely,MI,49826.0,46.3481,-87.0436,United States,137.0,Film/video editor,1990-08-13,a9887ac72ed71e24492a9c5c79417a89,1376743105.0,46.044856,-87.839898,United States,0.0
2020-07-01 05:34:14,630425673344,Berge LLC,gas_transport,65.53,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927.0,38.388000000000005,-79.9906,United States,365.0,Special effects artist,1970-03-14,318d02a49392a09bcaa9bdc7a8449e39,1372656854.0,37.404406,-80.23486700000001,United States,0.0
2020-06-27 13:46:18,340951438290556,Rau-Robel,kids_pets,6.21,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962.0,41.0442,-73.9609,United States,5950.0,Records manager,1971-07-02,bd6a7b95a301aa4a7784327a4c22cadd,1372340778.0,40.553386,-73.72315400000001,United States,0.0
2020-08-24 19:01:10,3551217896304745,"Zboncak, Rowe and Murazik",shopping_net,397.3,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986.0,44.232,-74.4905,United States,6120.0,Chartered loss adjuster,1976-10-09,c70a3ea8971b7916021a48823aa3c2d8,1377370870.0,43.647544,-74.383891,United States,0.0
2020-08-27 23:29:47,30238755902988,Schmidt-Larkin,home,60.95,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578.0,30.592,-97.2893,United States,1766.0,Press sub,1976-01-02,926b4e61f8c1d6a69c56fd3acce0674f,1377646187.0,29.814988,-97.70586,United States,0.0
2020-07-07 07:50:30,3559160581764413,"Baumbach, Feeney and Morar",shopping_net,103.47,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778.0,42.2701,-78.6847,United States,1453.0,Toxicologist,1974-02-15,6e37b0cf99e2b441251de8bd3ac51769,1373183430.0,42.112098,-77.96314699999999,United States,0.0
2020-07-12 06:01:39,5410056176712193,Friesen-D'Amore,gas_transport,64.21,Jeffrey,Krause,M,4742 Alexandria Mountain,New Franken,WI,54229.0,44.5592,-87.8235,United States,4306.0,Art therapist,1989-10-19,9452cf6ff8889dbb1c9245334e72a296,1373608899.0,45.277826,-87.52096800000001,United States,0.0
2020-07-21 15:59:05,180094419304907,Stoltenberg-Beatty,shopping_pos,27.92,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585.0,33.7467,-117.1721,United States,54287.0,"Designer, exhibition/display",1972-09-22,ce3c96ff6629c4c2886f601612f85187,1374422345.0,34.438014,-117.672235,United States,0.0
2020-07-15 15:02:17,180036456789979,Jast-McDermott,shopping_pos,26.62,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801.0,42.9207,-91.0685,United States,878.0,Risk analyst,1974-11-20,6b9f7617dd6a4727d850a68305e1d118,1373900537.0,43.909705,-92.000454,United States,0.0
2020-08-05 12:38:33,4681699462969,Breitenberg LLC,travel,5.11,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132.0,35.8596,-86.421,United States,158701.0,"Journalist, newspaper",1978-03-06,07d34a7ad39fcee537591ba8b3152add,1375706313.0,35.901839,-87.15337099999999,United States,0.0
2020-06-30 03:41:55,676298633337,Strosin-Cruickshank,grocery_pos,99.35,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339.0,39.4125,-80.6352,United States,255.0,Chief Executive Officer,1971-12-10,320782d385a529ecd98b85a53e659a02,1372563715.0,40.350221000000005,-79.684565,United States,0.0
2020-07-04 10:05:40,4169388510116,Medhurst PLC,shopping_net,1.03,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537.0,43.033,-77.1575,United States,207.0,Database administrator,1962-09-27,77b7967c96b256bf7627e7d5a4b3c46e,1372932340.0,42.936905,-77.573424,United States,0.0
2020-07-14 06:49:38,3583093681934489,"Boehm, Predovic and Reinger",misc_pos,8.75,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209.0,38.1901,-85.7519,United States,736284.0,"Education officer, museum",1961-09-13,341f97310eda3a1feee744850f2cdae8,1373784578.0,38.847148,-86.375489,United States,0.0
2020-07-10 00:44:06,6547670341037171,"Larkin, Stracke and Greenfelder",entertainment,25.11,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017.0,39.8839,-75.4669,United States,348.0,Management consultant,1945-05-05,f41c5ab9187a7e8ef6bb236e4423d2be,1373417046.0,40.093948,-76.14075799999999,United States,0.0
2020-09-07 20:19:19,30290551782700,Little-Gleichner,travel,1.09,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211.0,36.802,-87.8286,United States,13422.0,Commissioning editor,1961-09-03,8c94f14e828636b45924d9001925f3ed,1378585159.0,36.631553,-87.38613199999999,United States,0.0
2020-08-24 02:07:27,30551643947183,"Huel, Hammes and Witting",grocery_pos,218.36,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073.0,35.1836,-81.4552,United States,5621.0,Toxicologist,1973-11-14,e37281f0db48f28921fc0b11b9579cfd,1377310047.0,36.093565000000005,-82.113253,United States,0.0
2020-07-24 17:48:30,180094419304907,"Streich, Rolfson and Wilderman",kids_pets,28.45,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585.0,33.7467,-117.1721,United States,54287.0,"Designer, exhibition/display",1972-09-22,7f2692a1fbe526c339fad518d72a5ec1,1374688110.0,34.383505,-116.906447,United States,0.0
2020-06-22 10:45:39,4266200684857219,Conroy-Cruickshank,gas_transport,37.77,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961.0,40.201,-98.0684,United States,732.0,Television/film/video producer,1956-12-13,01059907850bd3ad94ed8f856676b429,1371897939.0,40.24795,-98.164715,United States,0.0
2020-07-12 17:27:30,676372984911,Turner LLC,travel,2.61,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941.0,39.7562,-98.4462,United States,242.0,Tourism officer,1987-07-18,1e3033674b4d7486210905e729b2744c,1373650050.0,38.994478,-97.635396,United States,0.0
2020-07-05 05:54:07,377895991033232,"Nicolas, Hills and McGlynn",entertainment,63.23,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441.0,41.4682,-72.5751,United States,5438.0,"Librarian, academic",1964-11-17,e1d3a3e7c269e254fbd734394262d819,1373003647.0,42.071265,-73.231516,United States,0.0
2020-07-13 17:18:13,4841313716651064,Daugherty-Thompson,food_dining,66.78,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084.0,43.7185,-72.4439,United States,140.0,"Development worker, community",1989-10-28,775477495b096f03c71f7defcf4aaed2,1373735893.0,44.530282,-73.146102,United States,0.0
2020-08-15 15:21:30,5359543825610251,"Witting, Beer and Ernser",home,6.95,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714.0,45.7801,-111.1439,United States,18182.0,"Engineer, drilling",1975-06-29,660a3202515605ce81df7da5dcc8163d,1376580090.0,46.643862,-110.731115,United States,0.0
2020-06-29 09:10:45,343668971234893,Frami Group,entertainment,43.72,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061.0,33.9349,-80.8449,United States,13717.0,Chiropodist,1949-11-16,6f77bd6b169cdcb32e53ad358945fa41,1372497045.0,33.866296000000006,-80.318147,United States,0.0
2020-07-03 04:07:20,4430881574719618,Terry-Huel,shopping_net,1.01,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642.0,39.3199,-106.6596,United States,61.0,Public relations account executive,1939-11-04,d3023487157196df1b6836e2926ab374,1372824440.0,39.15311,-106.438017,United States,0.0
2020-09-20 15:36:53,3593118134380341,"O'Reilly, Mohr and Purdy",home,46.45,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680.0,44.4971,-67.9503,United States,1131.0,Make,1959-05-10,7cfd5234a706e1b06e4428340252ee9f,1379691413.0,44.754024,-67.322241,United States,0.0
2020-08-25 23:20:22,6011348830550197,Gaylord-Powlowski,home,72.56,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229.0,33.4629,-86.7904,United States,493806.0,Musician,1980-07-12,7d5ad5af9c53b1059f2d378e357e3b6c,1377472822.0,33.7862,-85.910567,United States,0.0
2020-09-18 16:25:39,30235268718158,"Gutmann, McLaughlin and Wiza",home,80.75,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604.0,41.0592,-73.7395,United States,11250.0,Lexicographer,1977-08-16,49b94b0ba36649a0e45bd46e99bd2741,1379521539.0,41.990268,-72.867652,United States,0.0
2020-07-06 19:20:34,630471368021,Little Ltd,kids_pets,45.69,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049.0,36.5422,-88.3319,United States,1480.0,"Designer, interior/spatial",1974-09-14,2fcca8253633af0f8fd46cb8caecd4af,1373138434.0,35.943168,-88.351309,United States,0.0
2020-06-22 01:29:15,375974680629816,Bailey-Morar,grocery_pos,81.19,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782.0,41.6611,-73.0449,United States,2376.0,Herpetologist,1973-04-06,91f4bcac65d49217f3dd7ead390cade9,1371864555.0,41.716265,-72.672775,United States,0.0
2020-08-05 08:13:08,375248307838179,"Baumbach, Strosin and Nicolas",shopping_pos,1.18,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237.0,38.8564,-80.158,United States,571.0,Accounting technician,1967-09-16,45f629deb1238cc73dd2ba55c26d9f8e,1375690388.0,39.786998,-80.751385,United States,0.0
2020-07-28 05:43:53,4666314527820883145,Kunze Inc,grocery_pos,90.64,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869.0,41.0233,-98.9041,United States,2202.0,"Solicitor, Scotland",1974-06-21,d0cd95d406dea787c26718b777d93576,1374990233.0,40.840174,-98.484681,United States,0.0
2020-06-23 15:31:51,676298633337,"Medhurst, Cartwright and Ebert",personal_care,56.3,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339.0,39.4125,-80.6352,United States,255.0,Chief Executive Officer,1971-12-10,691263c6bd55696cc49c05fbae4c5d0d,1372001511.0,40.34732,-81.51208000000001,United States,0.0
2020-07-16 12:48:40,36722699017270,"Welch, Rath and Koepp",entertainment,208.53,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173.0,33.2887,-111.0985,United States,2872.0,Petroleum engineer,1987-10-28,1dbe04ed3fb37590ae54c371002bd2db,1373978920.0,33.947862,-112.067806,United States,0.0
2020-07-12 16:51:50,3568255211412877,Dare-Marvin,entertainment,143.79,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765.0,41.2249,-85.0301,United States,5341.0,Biomedical engineer,1994-11-24,89926799646768c0e7402c7115728336,1373647910.0,40.751889,-84.89908,United States,0.0
2020-07-21 17:47:30,213193596103206,"Effertz, Welch and Schowalter",entertainment,76.55,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775.0,45.7549,-84.447,United States,95.0,Electrical engineer,1994-02-09,a36a595301ae044dc086cb5d0bdccba2,1374428850.0,46.474057,-84.51005500000001,Canada,0.0
2020-07-26 10:59:58,4518350514020532,"Harris, Gusikowski and Heaney",grocery_net,55.6,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873.0,27.5517,-81.8074,United States,14742.0,Teaching laboratory technician,1993-02-26,f42e2b190b069258e36adfe4bd424ee0,1374836398.0,27.107725,-81.220535,United States,0.0
2020-08-16 11:20:06,4561546772499,Kiehn-Emmerich,grocery_pos,79.48,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035.0,34.9889,-106.0609,United States,7268.0,"Therapist, art",1988-08-04,c018af31ce99a5c3f421acaf930778f0,1376652006.0,34.52538,-105.35662,United States,0.0
2020-07-21 13:47:00,3598215285024754,"Lowe, Dietrich and Erdman",kids_pets,43.08,Ashley,Lopez,F,9333 Valentine Point,Bellmore,NY,11710.0,40.6729,-73.5365,United States,34496.0,"Librarian, public",1970-10-21,9515630fd0ce7ae1c786187fbd20253e,1374414420.0,40.603572,-72.61840699999999,United States,0.0
2020-07-02 11:27:19,3558652751678952,Kemmer-Buckridge,misc_pos,4.24,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,75661.0,32.6205,-94.2,United States,2807.0,Chiropodist,1931-01-26,5e6d9d6c580f850f638f231610008ce3,1372764439.0,32.760164,-93.960358,United States,0.0
2020-06-22 06:43:53,3526826139003047,Sporer Inc,gas_transport,68.45,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632.0,44.2529,-85.01700000000001,United States,1126.0,Furniture designer,1955-07-06,f574a038d914e8b644ae26dd585046d4,1371883433.0,44.663568,-84.921869,United States,0.0
2020-09-21 09:30:58,4424338559877976,"Terry, Johns and Bins",misc_pos,37.83,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330.0,40.813,-83.4196,United States,118.0,Private music teacher,1957-11-12,54a277240ae5e40df89af08d55a77993,1379755858.0,41.499281,-83.222959,United States,0.0
2020-07-19 03:18:38,2297447006766555,Kutch LLC,gas_transport,83.81,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830.0,39.9972,-88.6962,United States,478.0,Landscape architect,1960-01-13,7c4ac1577ae4604896984ace258731c2,1374203918.0,40.444908,-89.258195,United States,0.0
2020-07-22 19:23:39,346273234529002,Abbott-Steuber,personal_care,96.69,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970.0,37.7418,-80.4626,United States,4575.0,Statistician,1991-10-22,653b667b5a005f7ac238998484fc347d,1374521019.0,38.308168,-81.343486,United States,0.0
2020-07-28 17:09:56,30238755902988,Romaguera and Sons,travel,7.96,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578.0,30.592,-97.2893,United States,1766.0,Press sub,1976-01-02,4a66f4d84af0a6c4f66d9922a4d0c049,1375031396.0,31.587737,-97.07221,United States,0.0
2020-07-06 22:38:06,30011465039817,Macejkovic-Lesch,shopping_pos,5.02,Lisa,Garcia,F,213 Gill Expressway,Chatham,NY,12037.0,42.3496,-73.5873,United States,4015.0,Human resources officer,1971-10-14,81605dd45dce70768e5e750cd9fed641,1373150286.0,41.825754,-72.934341,United States,0.0
2020-09-07 00:33:28,3559723917628303,Kerluke-Abshire,shopping_net,92.28,Matthew,Huerta,M,622 Williams Trafficway,Ringwood,IL,60072.0,42.4048,-88.3054,United States,928.0,Outdoor activities/education manager,1985-05-13,d2aa6c3ae2f9f7543ad76a7b17c737c3,1378514008.0,42.110117,-88.550273,United States,0.0
2020-08-03 19:08:01,2356276337669917,Little Ltd,kids_pets,27.7,Benjamin,Harris,M,0881 Lori Pines,Chester,MD,21619.0,38.9583,-76.2842,United States,5848.0,Paediatric nurse,1981-02-15,4d86309130a0cab37a45d794748cb4ad,1375556881.0,39.298286,-76.73648299999999,United States,0.0
2020-09-08 20:52:11,6011109736646996,Wuckert-Goldner,home,72.26,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405.0,34.2651,-77.867,United States,186140.0,English as a second language teacher,1983-02-08,4cdd1c1f3cbed46145b794f9e7fce5e6,1378673531.0,33.302576,-78.369499,Unknown,0.0
2020-09-07 19:35:17,4666314527820883145,Bahringer Group,health_fitness,76.91,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869.0,41.0233,-98.9041,United States,2202.0,"Solicitor, Scotland",1974-06-21,81b93161b5027ce89c3e4807fcc96920,1378582517.0,41.008781,-99.883655,United States,0.0
2020-08-25 20:14:48,4302475216404898,Erdman-Ebert,personal_care,1.61,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421.0,42.8511,-93.62,United States,3032.0,Community pharmacist,1964-08-08,ff5d5920280c56fa764a017e545ebd20,1377461688.0,42.968895,-94.266619,United States,0.0
2020-08-04 21:45:08,2657850734909997,Lynch-Wisozk,home,18.25,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206.0,42.3749,-83.1087,United States,673342.0,Trading standards officer,1946-11-01,e10c719043c3442cc2dba1714141e153,1375652708.0,41.724045,-83.629279,United States,0.0
2020-07-11 14:17:56,4518350514020532,Turcotte-Halvorson,misc_pos,5.63,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873.0,27.5517,-81.8074,United States,14742.0,Teaching laboratory technician,1993-02-26,b2a16e785f4c757c3e656cc9b66d99a7,1373552276.0,27.384442,-81.061152,United States,0.0
2020-07-13 17:37:50,213163860545705,Berge-Hills,kids_pets,52.24,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803.0,33.141,-82.515,United States,741.0,Claims inspector/assessor,1986-04-28,b69b606bb8f857be70dc192327719854,1373737070.0,33.763742,-82.46314699999999,United States,0.0
2020-07-23 16:37:50,30235438713303,"Denesik, Powlowski and Pouros",home,50.94,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213.0,38.5072,-81.89,United States,5512.0,Exhibition designer,1980-03-24,81f9bb99e6ab201bc6dad04094766168,1374597470.0,37.806592,-81.532422,United States,0.0
2020-06-23 17:05:58,4981132848794,Connelly-Carter,home,50.12,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985.0,40.0113,-80.9701,United States,128.0,Child psychotherapist,1946-04-03,3b9c110ab4391cee607866683d49c345,1372007158.0,39.729282,-80.024058,United States,0.0
2020-07-10 19:22:56,30235268718158,McGlynn-Jaskolski,misc_pos,97.99,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604.0,41.0592,-73.7395,United States,11250.0,Lexicographer,1977-08-16,32281d18281389be6ba30cbbeef1ec5d,1373484176.0,41.000145,-73.539232,United States,0.0
2020-07-27 05:06:48,30343344410970,Kuhic LLC,shopping_net,3.26,Jacob,Dawson,M,663 Anna Plaza,Marienville,PA,16239.0,41.4622,-79.1306,United States,4172.0,"Copywriter, advertising",1962-03-20,5ed34b1b03ab8df4e18e6e6831b09fbb,1374901608.0,40.473386,-79.99317099999999,United States,0.0
2020-09-04 10:49:52,4509142395811241,"Moen, Reinger and Murphy",grocery_pos,162.41,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563.0,31.6489,-82.1982,United States,1324.0,"Engineer, technical sales",1926-07-12,9b24bb0919c382639ec0aea044408c09,1378291792.0,31.90488,-82.844476,United States,0.0
2020-07-22 02:10:52,639030014711,Roberts-Beahan,misc_pos,44.49,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970.0,37.1935,-89.0933,United States,639.0,Mechanical engineer,1982-08-01,44a031b696f6e34a66fa06a7762e9d5f,1374459052.0,36.293717,-89.572388,United States,0.0
2020-06-30 10:00:25,2252055259910912,Gerlach Inc,shopping_net,94.74,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441.0,44.6437,-90.1031,United States,828.0,Arts development officer,1991-08-19,dbf0b426e6a910fc2c96eba404084465,1372586425.0,45.212743,-89.767688,United States,0.0
2020-07-19 16:03:17,377113842678100,"Kihn, Brakus and Goyette",personal_care,17.4,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323.0,39.4055,-75.3209,United States,804.0,Insurance risk surveyor,1965-03-25,598a7d413a4624471cfedf3cd4ccfd1f,1374249797.0,40.166056,-75.476539,United States,0.0
2020-08-18 15:07:46,2719496466799416,"Medhurst, Cartwright and Ebert",personal_care,28.12,Sheila,Baker,F,8030 Walker Heights,Belle Fourche,SD,57717.0,44.6723,-103.8396,United States,8007.0,Hospital pharmacist,1940-09-17,f28d59c43b710d72d7ba2a567d2d239a,1376838466.0,44.401994,-103.242964,United States,0.0
2020-08-24 09:59:13,377026671291680,Auer-Mosciski,grocery_pos,111.8,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665.0,37.3272,-91.0243,United States,241.0,Investment analyst,1974-10-27,0ae68328eaaf2f66fe00e3517df1b172,1377338353.0,36.582372,-90.645878,United States,0.0
2020-07-05 20:29:20,2235613922823698,Harris Group,food_dining,7.17,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227.0,42.73,-104.7024,United States,241.0,Educational psychologist,1980-12-16,ecadcc999264b2fdf15e58e0152db26e,1373056160.0,42.785677,-104.491428,United States,0.0
2020-07-02 17:48:54,4497913965512794052,"Prosacco, Kreiger and Kovacek",home,46.84,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372.0,34.6902,-79.1834,United States,14783.0,Hospital doctor,1955-11-07,e417f6151e044cd00d3a383001f8a8db,1372787334.0,34.600737,-78.871261,United States,0.0
2020-07-19 05:58:53,2252055259910912,"Baumbach, Feeney and Morar",shopping_net,120.45,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441.0,44.6437,-90.1031,United States,828.0,Arts development officer,1991-08-19,deaaa75c89d1b48af6a51bd72155fcf7,1374213533.0,43.7861,-90.633362,United States,0.0
2020-08-13 08:40:30,3559160581764413,"Towne, Greenholt and Koepp",shopping_net,103.59,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778.0,42.2701,-78.6847,United States,1453.0,Toxicologist,1974-02-15,3e5f82d3699483827364a7743fea2712,1376383230.0,41.611385,-78.68421,United States,0.0
2020-07-26 22:29:29,4518350514020532,Veum-Koelpin,travel,9.11,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873.0,27.5517,-81.8074,United States,14742.0,Teaching laboratory technician,1993-02-26,994553968d9de0e04e0127bb827488a0,1374877769.0,27.592588,-82.704567,United States,0.0
2020-08-04 23:16:17,6011504998544485,"Schumm, McLaughlin and Carter",food_dining,2.12,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749.0,32.5104,-86.8138,United States,1089.0,Materials engineer,1971-11-02,21c28b597c8252759dd70b9736c49196,1375658177.0,32.245737,-86.36885699999999,United States,0.0
2020-07-27 14:41:09,377234009633447,Botsford and Sons,home,9.62,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442.0,39.3716,-77.8229,United States,1925.0,Systems developer,1966-02-14,adf59ccf138d1b790ee38bca46558deb,1374936069.0,40.10536,-77.58081800000001,United States,0.0
2020-09-14 09:28:01,6011693194885790,Heller-Langosh,gas_transport,60.11,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080.0,45.6675,-93.2433,United States,2607.0,"Lecturer, further education",1995-12-04,e1ad87c3c72ef1f16738f9806844519f,1379150881.0,46.097804,-93.908278,United States,0.0
2020-09-07 01:17:13,371284424780634,Brekke and Sons,gas_transport,80.36,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413.0,33.5466,-101.8871,United States,254282.0,"Doctor, general practice",1952-01-29,79efa53c65e5f5dd0f61aca3665209cb,1378516633.0,34.257435,-101.201648,United States,0.0
2020-08-26 22:42:51,345389171551808,"O'Connell, Botsford and Hand",home,128.23,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922.0,33.9215,-89.6782,United States,3451.0,Financial trader,1984-05-19,c19f4ef65878f67f8fe33f0bf1349d1b,1377556971.0,33.976623,-89.015054,United States,0.0
2020-08-30 07:08:26,3541160328600277,"Lind, Huel and McClure",gas_transport,65.48,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668.0,39.5723,-90.2379,United States,1512.0,Commercial/residential surveyor,2003-05-07,9b263a7d4509088dbce7fc2e34cb4b13,1377846506.0,40.360671,-89.66936700000001,United States,0.0
2020-08-01 15:24:39,213141712584544,Champlin and Sons,home,13.86,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073.0,32.153,-90.1217,United States,19685.0,Fine artist,1984-12-24,f7b02875141058c9a21d141daf1e95a6,1375370679.0,33.093307,-90.312084,United States,0.0
2020-09-07 19:09:47,3545109339866548,"Daugherty, Pouros and Beahan",shopping_pos,4.64,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761.0,33.4783,-90.5142,United States,2870.0,Chartered public finance accountant,1999-03-05,5976c14f9487a9d1779dbad7201cb4de,1378580987.0,33.422047,-90.446249,United States,0.0
2020-07-23 07:21:19,36913587729122,Spinka Inc,grocery_net,52.97,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646.0,43.6498,-116.4306,United States,84106.0,Intelligence analyst,1971-02-11,74a9bf112ca6d69fa5831e1f26881a58,1374564079.0,44.496605,-117.407302,United States,0.0
2020-07-17 17:49:21,375904527651269,Jerde-Hermann,travel,1.71,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973.0,40.4591,-98.5551,United States,463.0,"Nurse, mental health",1948-05-31,aefb7cd93a85c22ea71f85146f7eb099,1374083361.0,39.63906,-98.406263,United States,0.0
2020-07-06 05:17:30,38199021865320,"Cremin, Hamill and Reichel",misc_pos,41.09,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601.0,43.196000000000005,-72.3001,United States,477.0,Naval architect,1988-04-15,c94f9f55632f9034d73fafe8d6e1634a,1373087850.0,43.753986,-72.818797,United States,0.0
2020-08-15 19:43:59,6539653032686894,Wilkinson LLC,personal_care,4.54,Samuel,Short,M,23383 Denise Pine Apt. 099,Sacramento,CA,95842.0,38.6865,-121.3494,United States,757530.0,Soil scientist,1966-09-19,00ac98d01fce621dd2876dc58a68ffa4,1376595839.0,39.669858000000005,-121.100566,United States,0.0
